AUTHOR|TITLE|GRADE|NOTE
pfrangip|One Epic Screen|C+|one screen puzzle
pfrangip|The Tower of Joy v2|Cc|
pfrangip|Juni's Zoo|N/A|showcase of KS enemies
pfrangip|The Snow Day|OUTDATED|
pfrangip|The Tower of Joy|OUTDATED|
Pick Yer Poison|Darkness|C+|not much challenge but well made
Pick Yer Poison|Outer Reaches|C+|exploration level
Pick Yer Poison|An Untitled Adventure|C+|
Pick Yer Poison|Rock Bottom|C+|
Pick Yer Poison|KSAdvanced Demonstration|N/A|demo of KSA features (requires KSA)
Pigeon|Descent|C+|
Pinpickle|Ogmo's World|Cc|mechanic: visual toggle doors
Pip|Skyfalls|B+|beta but incredible art
Pipcard|A level for knyttwytts|Cc|tutorial level
pleouroco ca monstarge|Ahn Mahn Tmahn|D|concept: must use cheat
pleouroco ca monstarge|zoblok nythyen talatha|D|
pLox|Laserslinger|Bb|superb atmosphere
pLox|jump the world v.2|C+|nice jumping challenges
pLox|wonder world|Cc|
pLox|Requiem for Ravenholm|Cc|
pLox|Psychadelica|N/A|unfinished, great art
pLox|Area of Radiation|N/A|concept: sidequests, demo
pLox|The Trader's task|N/A|unfinished
plural|Orientation|A|multiple endings
plural|Gyffes|A|superb art and horror elements
plural|A Climbing Alike|A|
plural|Trapped|Bb|no win condition?
plural|Hypnagogia1.61Update|C+|multiple endings, note: download v1.51 first
plural|Day 901|N/A|vignette, incredible art
plural|Hypnagogia1.5|OUTDATED|
plural|Hypnagogia1.51|OUTDATED|
plural|Hypnagogia1.6Update|OUTDATED|
plural|Hypnagogia|OUTDATED|
Polana|Hostile landscape fixed v3|A|big fan of the stylized art
Polana|Gustav's son v2|B+|great house interiors
Polana|Pointless v21|Bb|multiple endings
Polana|Liquid soap|Bb|
Polana|Many islandsv2|C+|becomes maze-like
Polana|Where the red plants grow|C+|short and sweet
Polana|Fishy|C+|
Polana|Christmas|C+|
Polana|Gustav's son|OUTDATED|
Polana|Pointless|OUTDATED|
Polana|Hostile landscape|OUTDATED|
Polana|Hostile landscape fixed|OUTDATED|
Polana|Hostile landscape fixed v2|OUTDATED|
Polana|Pointless v2|OUTDATED|
Poos|Welcome to Arabitta|N/A|see 'Welcome to Arabitta' by DAvid JOhnston
Poutini|Library|Cc|
Poutini|Castle Siege|D|
Poutini|Hades|D|
Pozeal|Little Juni's Quest|C+|
Pr0xyzer|I am not a mad scientist fixed|C+|
Pr0xyzer|Ghosts|Cc|
Pr0xyzer|I am not a mad scientist|OUTDATED|
prikoa|destory the robots|Cc|
prikoa|laser fun|OUTDATED|see 'destroy the robots' by prikoa
PsychoCola|Museum of Bad Lvl Design|Bb|
Pumpkin|Juni and The Beanstalk(v1.2)|D|
Pumpkin|Atlantis|N/A|unfinished
Pumpkin|Juni and The Beanstalk|OUTDATED|
Pumpkin|Juni and The Beanstalk (v1.1)|OUTDATED|
Pumpkinbot|Toybox (Final Version)|Bb|great animation puzzles
Pumpkinbot|The Mysterious Grotto v1.0.1|Bb|exploration, superb animations
Pumpkinbot|The Desert of Cool Air (v1.0.1)|C+|not much gameplay
Pumpkinbot|Lazorz|C+|nice challenges
Pumpkinbot|Custom Object Test Level|N/A|CO showcase
Pumpkinbot|Mah house (fixed)|N/A|CO showcase
Pumpkinbot|Orbit Demo 1|N/A|demo
Pumpkinbot|The Terrain Deviates|N/A|tileset showcase
Pumpkinbot|Vanilla|N/A|tileset showcase
Pumpkinbot|The Elders' Request|N/A|unfinished
Pumpkinbot|Toybox|OUTDATED|
Pumpkinbot|Toybox 1.2|OUTDATED|
Pumpkinbot|Toybox 1.35|OUTDATED|
Pumpkinbot|Toybox Demo 10|OUTDATED|
Pumpkinbot|Toybox Demo 9|OUTDATED|
Pumpkinbot|Toybox Fix|OUTDATED|
Pumpkinbot|Toybox1.1|OUTDATED|
Pumpkinbot|Toybox Demo 8 and a half|OUTDATED|
Pumpkinbot|Mah house|OUTDATED|
Pumpkinbot and Za Lama|The Desert of Cool Air|OUTDATED|
Pure Pulse Adventure|60FourMaster|C+|gustav's son-esque
Purple|KSA|N/A|requires KSA
Purple|Level 1|OUTDATED|see 'Fallen out of the Sky #3' by Purple Pineapple
Purple Banana|The dark|D|concept: blind jumping
Purple Ink|Advena|C+|massive exploration map
Purple Ink|The Tree of Life|C+|
Purple Pineapple|One Screen Puzzle 5|A|one screen puzzle
Purple Pineapple|Code Conundrum|B+|great code-based puzzles
Purple Pineapple|One Screen Puzzle 4|Bb|one screen puzzle
Purple Pineapple|Run|Bb|great timing-based challenges
Purple Pineapple|The Speed Machine|Bb|one screen puzzle (very hard)
Purple Pineapple|Normal Day for Juni|Bb|
Purple Pineapple|Prison Break v1.0|C+|bonus coins for breaking level
Purple Pineapple|Escape the spikes|C+|can only walk on spikes
Purple Pineapple|Dodge the Shifts|C+|AKA "Common Problems"
Purple Pineapple|Holo|C+|nice hologram puzzles
Purple Pineapple|One Screen Puzzle 2|C+|one screen puzzle
Purple Pineapple|One Screen Puzzle 3|C+|one screen puzzle
Purple Pineapple|FixedGrey|C+|one screen puzzle
Purple Pineapple|Regina's Adventure|Cc|maze-like
Purple Pineapple|Stupidly Hard Jump|Cc|one jump to win
Purple Pineapple|One Screen Puzzle|Cc|one jump to win
Purple Pineapple|One Screen Puzzle 6|Cc|one screen puzzle
Purple Pineapple|Maze|Cc|too maze-y for my taste
Purple Pineapple|The Late Dr Eary v2|Cc|
Purple Pineapple|Bread World|Cc|
Purple Pineapple|Fallen out of the Sky #3|Cc|
Purple Pineapple|Untitled1|D|satire
Purple Pineapple|50 Screens of FUN|D|
Purple Pineapple|Lots of enemies|F|
Purple Pineapple|Hippopotomus|F|
Purple Pineapple|Custom Object Demo|N/A|CO demo
Purple Pineapple|Flag warps|N/A|demo
Purple Pineapple|Special Effect|N/A|demo, "ascend" upwards through block
Purple Pineapple|Shift Stuff|N/A|demo, shift animations
Purple Pineapple|Grey|OUTDATED|see 'FixedGrey'
Purple Pineapple|Flags|OUTDATED|see 'Flag warps'
Purple Pineapple|The Late Dr Eary|OUTDATED|
Purple Pineapple|Fallen out of the Sky|OUTDATED|
Purple Pineapple|Fallen out of the Sky #2|OUTDATED|
PuzzleM|Its A maze|D|maze-like
Pyoko Crew|Exquisite Knorpse (fixed shift)|Cc|nice title cards, maze-like
Pyoko Crew|Exquisite Knorpse|OUTDATED|
Quadraxis14|Urban Dusk Demo 3|N/A|demo
Quadraxis14|Urban Dusk|OUTDATED|
Quadraxis14|Urban Dusk Demo (Fixed glitches and began city area) 2|OUTDATED|
Quilford|Eno|C+|one screen puzzle
Quilford|Fortunas|Cc|
Quincent Cartographer|A Walk at Night|Bb|
Quite A Few People|NiffnationV1.3|N/A|custom houses
qwackerz|Outland|N/A|unfinished
qwackerz|new2|N/A|unfinished
Qwert93|The Artifact|D|
R Hunter Gough|At Land|Bb|
Rabspat|Juni's Cave Adventure|N/A|beta, good ideas so far
Radhika|Kingdomtakeover|D|
Radon Schism|Spatial ThinkingCH1|C+|
Rahmiel|Fallen Star|N/A|unfinished
Raiachu|Search for the Golden Cat|Cc|
Raiachu|What happened|Cc|
Raiachu|Thrill of Adventure|N/A|unfinished, D so far
Raicuparta|Obey|A|multiple endings
Raicuparta|TimeFixesEverything(ego)|B+|not fully developed but really cinematic
Raicuparta|Aperture Science V1|Bb|
Raicuparta|Some Room v2|Bb|concept: escape room, short and sweet
Raicuparta|Level|Bb|short, mostly recreated in TimeFixesEverything
Raicuparta|Tewniletes 1 1|C+|
Raicuparta|RGB|N/A|great retro tileset
Raicuparta|Other Knytts|N/A|unfinished, play as another knytt
Raicuparta|Kera|OUTDATED|see 'Level'
Raicuparta|Aperture Science|OUTDATED|
Raicuparta|Some Room|OUTDATED|
Raicuparta|Tewniletes|OUTDATED|
rainulous|Explorarium 1.5|Cc|
rainulous|explorarium - 1.1|OUTDATED|
rainulous|explorarium - 1.2|OUTDATED|
rainulous|Explorarium|OUTDATED|
rainulous|Explorarium (1.4)|OUTDATED|
Ralfito|Hunt the hamster v2|D|maze-like
Ralfito|Hunt the hamster|OUTDATED|
random guy|Nothing|F|
Ranger X|The Life Ruby (v Final 03 High)|Bb|multiple endings
Ranger X|The Life Ruby FINAL 02 (high)|OUTDATED|
Ranger X|The Life RubyFINAL01high|OUTDATED|
Ranger X|The Life RubyFINAL01low|OUTDATED|
Ranger X|The Life RubyBETA2|OUTDATED|
Ranger X|The Life Ruby FINAL 02 (low)|OUTDATED|
Raven|Stormy skies|D|
Razor|Dont ask just wear a mask V2|Cc|
Razor|Escape From Juni's Room|Cc|disorienting but some nice puzzles
Razor|Order a pizza !!|Cc|
Razor|Hey Zoro !|Cc|
Razor|Geoffery the Fly|D|based on old Nifflas game
razor|Super Knytt Bros|D|super mario bros. inspired
Razor|Underwater SWAMPY|D|
razor|That Hover Thing|D|
Razor|Dont ask just wear a mask|OUTDATED|
Razzorman|Sketchy|C+|nice jumping challenges
Razzorman|The fathers son|C+|
Razzorman|Fingers of the mountain V2|Cc|
Razzorman|Lost in the storm v2|Cc|exploration map
Razzorman|Lone traveler v3|Cc|
Razzorman|Eutropica|Cc|exploration level
Razzorman|The killroom|Cc|one screen challenge
Razzorman|Dreamworld redux version|Cc|
Razzorman|Jumpin' n' stuff|F|
Razzorman|Lost in the storm|OUTDATED|
Razzorman|Lone traveler v2|OUTDATED|
Razzorman|Lone traveler v2.5|OUTDATED|
Razzorman|Lone traveler v2.5|OUTDATED|
Razzorman|Fingers of the mountain|OUTDATED|
razzorman|Lone traveler|OUTDATED|
Razzorman|Dreamworld|OUTDATED|
Reath|Mines of Iremar|N/A|file corrupted, cannot play
Rebel Offer|You Ate Culler Limb|Bb|multiple endings, great animations
Rebooth v0.1 teaser|Mr Affu|N/A|author and level swapped, see prior review
redlego|ninja|D|
Regit|You won't land|Bb|great challenges, some parts very hard
RelicShine|MysteryIsland v2|Cc|
RelicShine|MysteryIsland v1.1|OUTDATED|
RH|Above and below the waterfall|Cc|mechanic: "freezing" lasers, avoiding keys, game breaks near end
rhetoricstu|This is not a game|N/A|no gameplay
rhgamer12|The Four Keys (full) (fix)|D|
rhgamer12|The Four Keys|OUTDATED|
rhgamer12|The Four Keys Fix|OUTDATED|
Ribbit|Flibbertigibbit final|Cc|
Ribbit|Flibbertigibbit|OUTDATED|
Ribbit|Flibbertigibbitv.2|OUTDATED|
RichardJ|A Lovely Day for a Picnic|D|
RichardJ|Snow Machine|D|
Rik091|PARA|Cc|
RiKe|underground eng|D|
RiKe|dynamitPL|D|polish
RiKe|labreaPL|D|polish
RiKe|labirynt|D|
Ripen|Clouds|C+|
Ripen|Hunting|C+|
Robbiesaurus|Cosmic Exploration|Cc|concept: visiting planets
Robbiesaurus|Over the Wall|D|
robin hood foundation|Save the Prince|D|
Robin Horneman|Surprise|Cc|
Robin O'Connel|A Palindrome|N/A|demo
Robin O'Connell|Go for a Swim|N/A|demo
Robot1|Super Surf bros 2|Cc|
Robot1|Super Surf bros|D|
Robot1|The Adventures of Frell|D|
Robot1(Raki|Tak) - Jumping Challenge 2|C+|nice jumping challenge
Robots|Looki|Cc|
Rocalfo|9th|Cc|
Rocalfo|Swoosh|Cc|
Rocalfo|The Far away purple Keyb|Cc|
rocket|High on Grass|Cc|
Rodion|Capitalism New|C+|based on another level?
Roflcopter|Test|F|
Rolo|my first level|D|
RoyaleBlue|The Blinding Sun|Cc|
rrc2soft|Colors|Cc|
rrc2soft|Colours|OUTDATED|
RTM|Detour|Cc|
rua|micno 77|Cc|
RunMan|The Elder Tree v1.5|C+|invisible block paths aren't intuitive
RunMan|Insane Jumping|C+|great advanced jumping challenges
RunMan|Lablatory|N/A|CO test
RunMan|Flags|N/A|test level
RunMan|Sunny Coast|OUTDATED|see 'The Elder Tree v1.5' by RunMan
Ryan Taylor|The lonely world V2.3.1|Cc|
Ryan Taylor|Go back to the city v2.0|D|
Ryan Taylor|Chinese Symphonic Picture Riverside Scene At Qingming Festival（Qing）|N/A|error "could not open pack"
Ryan Taylor|Go back to the city V1.1|OUTDATED|
Ryan Taylor|Go back to the city V1.5|OUTDATED|
Ryan Taylor|The lonely world V1.1|OUTDATED|
Ryan Taylor|The lonely world V2.0|OUTDATED|
Ryan Taylor|The lonely world V2.2.1|OUTDATED|
Ryan Taylor|The lonely world V2.3|OUTDATED|
Ryan Taylor|The lonely world|OUTDATED|
RyanJuice|Soul Mountain|D|
Rye Lye|Loud Fixed2|B+|concept: allegory for anxiety, concept: sacrificing powerups
Rye Lye|Let It Consume You|Bb|unfinished, concept: minigames
Rye Lye|Press Down To Jump|C+|mechanic: press down to jump, can be janky
Rye Lye|No Climbing Not Ever Fixed|Cc|
Rye Lye|Loud Fixed|OUTDATED|
Rye Lye|No Climbing Not Ever|OUTDATED|
Rye Lye|Loud|OUTDATED|
Ryuzaki Nyuugen|God's Realm Part 1 (Bugfix)|D|
Ryuzaki Nyuugen|Planet Dragonia|D|
Ryuzaki Nyuugen|God's Realm Part I|OUTDATED|
Ryuzaki Nyuugen [Empty]|lanet Dragonia|OUTDATED|see 'Planet Dragonia' by Ryuzaki Nyuugen
saba|The Better Livers|C+|some parts maze-like
saba|Melanchoholia|Cc|
saba|Bitter Liver|OUTDATED|see 'The Better Livers' by saba
sabaHQ|Hypoxia|Bb|
sabaHQ|Blank and White|Cc|
Sabrewulf238|Kablato Island Beta 1|D|
Saddestowl|Gone with the wind|Cc|meme level
Saddestowl|A villainous pursuit|Cc|concept: villain juni
Saffron|fun|D|
Salmoneous|Strafe|Bb|some parts very hard
Salmoneous|Gehenna|C+|boss fight
Salmoneous|Organac|C+|maze-like
Salmoneous|Mashu Prapa|C+|exploration map, great art
Salmoneous|Flood Revisited|Cc|
Salmoneous|Pink Juni|Cc|
Salmoneous|Reverie|Cc|maze-like
Salmoneous|Crazy|F|
Salmoneous|Crazy part 2|F|
Salmoneous|Crazy part 3|F|
Salmoneous|Crazy part 4|F|
Salmoneous|Crazy part 5|F|
Salmoneous|Underground house|N/A|see 'Underworld' by Elder
Salmoneous|Organac V.2.0|OUTDATED|
SamiH|A secretarys' life (fixed)|Cc|intentionally tedious
SamiH|Organism 2|Cc|
SamiH|A secretarys' life|OUTDATED|
saml|Nifftown|C+|exploration level, great custom houses by forum members
saml|In the Dark|Cc|
Saml|Infected|Cc|nice meta aspect
saml|The floor is lava|Cc|
Saml|Stuck in a Cave 1.2|Cc|
saml|Home sweet home|Cc|
saml|Saml's COs|N/A|CO showcase
Saml|Stuck in a Cave|OUTDATED|
Sampri01|Where Is Home|D|
Sanguinary|Belly of a Whale|Cc|inside a whale
Santicol|Dark Enviroment (Beta)|N/A|unfinished
Saturneo|The Amethyst Quest FINAL|Cc|
Saturneo|Escape Rooms|D|
Saturneo|The Amethyst Quest|OUTDATED|
Saturneo|The Amethyst Quest BETA 2|OUTDATED|
Scott Wazonek|Super Juni|D|
Sean Bell|Juni Goes Home|C+|
Searcher135|Synapse|D|
Seaword|A Walk in the Park|Cc|
Seaword|Confidential|N/A|mechanic: lazer and screen swap puzzles, unfinished
SECOND LEVEL yaaaaaaaaaay|mr monkeyt|D|
Secoyatree|Godspeed (Updated)|D|
Secoyatree|The Secret Garden|N/A|demo
Secoyatree|Godspeed|OUTDATED|
SecretGlitch|Dark Sea 2v1.1|A|fantastic challenges and puzzles *very hard*
SecretGlitch|Industrial Trap|B+|
SecretGlitch|Going Left|B+|concept: go left
SecretGlitch|Dark Sea|B+|great challenges
SecretGlitch|Amidst The Clouds Scrapped Beta|Bb|
SecretGlitch|Advanced|Bb|concept: gameboy game
SecretGlitch|Safety III Normal Hack|C+|concept: different power-up loadouts
SecretGlitch|Sub Way|Cc|
SecretGlitch|The Delicious Road|Cc|
SecretGlitch|TSSBIBTMS|N/A|wasn't able to complete *very hard*
SecretGlitch|Safety III|N/A|wasn't able to complete *very hard*
SecretGlitch|Safety|N/A|wasn't able to complete *very hard*
SecretGlitch|The Safety Sequal|OUTDATED|see 'TSSBIBTMS'
SecretGlitch|Dark Sea 2v1|OUTDATED|
SecretGlitch|Dark Sea 2|OUTDATED|
Select Button|From Saltwater Breach|Cc|exploration level
Sephie|Cyborg Juni|C+|nice challenges but kaizo-esque
Sephie|Cyborg Ninja 2|Cc|
Septrin|Water Hazard|D|
Septrin|Planet's Paralysis|D|
sequencia|one small world beta 2|D|
sequencia|one small world|OUTDATED|
Sergio & Gliperal|An Impeccable Cat Hunt|Bb|mechanic: cat weighs you down, nice platforming
Sergio and Jacob|Columns|D|
Sergio and Jacob|Juni Encounters a Bug|D|
Sergio and Jacob|It Keeps Happening|F|
Sergio and rhetoricstu|Quest for Phallic Flora|D|manifestation of a bad trip
Sergio Cornaga|This Is Not Thirty Levels|Bb|
Sergio Cornaga|9 days v2|Bb|concept: each screen advances time, limited days available
Sergio Cornaga|Water Walk|Bb|concept: no jumping
Sergio Cornaga|Juni Jones Ace Attorney|C+|tedious but nice art
Sergio Cornaga|This Is Not A Level|C+|great stylized tileset
Sergio Cornaga|You Have to Put the Juni|C+|great title cards
Sergio Cornaga|My Super Secret Basement|C+|
Sergio Cornaga|OH MAN GO TIIIM3|Cc|very short, nice pill screens
Sergio Cornaga|Keys to the Asian Market|Cc|
Sergio Cornaga|Oh Man Go Time|Cc|
Sergio Cornaga|OMGT2 Requiem For a Drugs|Cc|
Sergio Cornaga|OMGT Gaiden Gaiden|D|
Sergio Cornaga|Knytt Without a Cause|F|
Sergio Cornaga|Snowflake|N/A|no real gameplay but incredible art
Sergio Cornaga|parkour|N/A|no win condition
Sergio Cornaga|Cycle|N/A|tutorial/seasonal tileset showcase
Sergio Cornaga|Pits|N/A|concept: autoscroller, demo
Sergio Cornaga|Chasm|N/A|unfinished?
Sergio Cornaga|9 days|OUTDATED|
Sergio Cornaga•Ultigonio|Pump It!Chill Out (v1.2)|Bb|concept: fast and slow versions, great puzzles
Sergio Cornaga•Ultigonio|Pump It!Chill Out (v1.1)|OUTDATED|
shadow11223|Escape From Dark CastleBeta 2|N/A|unfinished
shadow11223|Escape From Dark Castle|OUTDATED|
Shadow9531|Lost at sea|D|
shawnachu|Natural|C+|exploration heavy
shawnachu|Ninja action|Cc|
shawnachu|TheSacredStonesfinal|Cc|
shawnachu|Forest2|D|
shawnachu|Worldbeloweasier|N/A|softlocked
shawnachu|TheWorldBelow|N/A|softlocked
shawnachu|Frogger|N/A|bullethell minigame concept
shawnachu|boss experiment|N/A|
Shreeps|Gustav's Retribution v6|A|see in-depth review on nifflas forum
Shreeps|The Machine Azure Edition|Bb|great art, same gameplay grade as original
Shreeps|AzureSerenity VanillaLite|C+|exploration based
Shreeps|Gustav's Retribution v4|OUTDATED|
Shreeps|Gustav's Retribution v3|OUTDATED|
Shreeps|Gustav's Retribution v2|OUTDATED|
Shreeps|Gustav's Retribution|OUTDATED|
Shreeps|Gustav's Retribution v5|OUTDATED|
Shrike|The Sacred Glacier|N/A|unable to progress
shroomkid2007|The forrest of mushroom's|N/A|bigotry
Si|Revelation|Bb|
Si|Remembrance|Cc|
SiamJai|Machinery Demo|N/A|CO demo
Silas Mann|Nežan|D|
Silas Mann|Wake Up|D|
Silver|Illusion|Cc|
Silver|Illusion II Escape|Cc|some parts guesswork
Silver|Moonlight|Cc|some screen transitions are janky
Silver|The Empty World V0|N/A|unfinished
Silver|Cat|N/A|demo
Silver|The Empty World|OUTDATED|
Simon|Lost & Found|Bb|
SingingSurger|Chatboxx|Cc|
SingingSurger|ILVTHFLWRZ|Cc|
SingingSurger|PlaceHold|F|
SingingSurger [Empty]|RWLFHTVLI|OUTDATED|see 'ILVTHFLWRZ' by SingingSurger
SingingSurger [Empty]|RWLFHTVLI(update)|OUTDATED|see 'ILVTHFLWRZ' by SingingSurger
Sinix|Experiment|N/A|unfinished, incredible art
Sinix|IslandofMimir001|OUTDATED|see 'Experiment' by Sivix
Sinix|IslandofMimir010|OUTDATED|see 'Experiment' by Sivix
Sir I|Importance of keys|OUTDATED|see 'To it' by SirI
SirGnampfer|A Strange World 1 1|Cc|
SirGnampfer|A Strange World|OUTDATED|
SirI|To it|Cc|
Sivis|On a way to home|C+|
six|weave i|N/A|unfinished
Sketch22|The Last Dragon|Cc|falling ends game, tedious
skilled, wacky|particularly liked|C+|mechanic: braille-esque puzzle
SKu11zZ|Rookie Run|D|
Skyflyer|Mars Adventure Demo|N/A|demo
slightly less light ugly|Do Bugs Have Hearts|Cc|
SlippinRippinDangFangBargaDingDong|Worst Level Ever|D|
Sma|Let's go outside|Cc|
Sma|Deitymez|D|
Sma|Black and White|N/A|unable to complete
Smli|TELoL ready|D|
Smuus|Cube|Cc|
Smuus|Atavism|N/A|demo
snxiaomoon|cun|D|
snxiaomoon|村|N/A|"error: could not open pack"
socks Feety|Pancakes|Cc|
sofinka|kross|D|
Solarn|The Deep Pit v2|Cc|
Solarn|The Deep Pit|OUTDATED|
Solrack07|Gensokyo World|D|
Soma|Utopia|D|
Somehow lost|Blue2scripter|Cc|
Someone|Long way|D|
Sonasche|Stars|D|
sony 9000|death on a sti|D|
Soron|Your being tossed around|D|
Sparkman|Trapped in time|N/A|kaizo-esque, cannot complete
Sparky|Sparky's DreamlandV0.92|N/A|unfinished?
Sparky|Sparky's DreamlandVersion0.9|OUTDATED|
Sparky|Sparky's DreamlandVersion0.91|OUTDATED|
Speed Judgment Factory|MelvonDD|N/A|see 'Speed Judgement Factory' by MelvonDD
Spgaawww|Im a Ninja|D|
Squeegy|Traveler beta 5|D|
Squeegy|Hell Desert Polished|N/A|hardlocked
Squeegy|Hell Desert 2|OUTDATED|
Squeegy|Hell Desert Beta|OUTDATED|
Squeegy|Hell Desert Beta 2|OUTDATED|
squeek300|The Eye of the World|D|
Sr3889|The volcano|N/A|unfinished?
Sr3889|WatertestsFIXED|N/A|test
Sr3889|Watertests|OUTDATED|
StaticRomantic|4 Towers|Cc|
StaticRomantic|Sahara v1.3|Cc|
StaticRomantic|Quarantine v1.1|N/A|cannot download "possible exploit"
StaticRomantic|Sahara v1.1|OUTDATED|
StaticRomantic (Jon)|Quarantine v1.0|OUTDATED|
StaticRomantic (Jon)|Quarantine v1.1|OUTDATED|
StaticRomantic (Jon)|Sahara v1.1|OUTDATED|
Stebbins|Lost in a Mazet|Cc|maze-like
SteJmatty|The Adventure|N/A|unfinished
Steven Ramos|THE FLOOR IS NOW LAVA|Cc|
Stiggits|Hotel|Cc|
stiggits|Juni´s Paradise Garden|N/A|tutorial for using COs as foreground
stoicrose|Hilda's Hell|Cc|
StraightFlame|Speed Man's World|A|concept: fetch quests, fantastic level
StraightFlame|Petrichor|A|mechanic: overworld
StraightFlame|Zepsiman v1.1|Bb|mechanic: autorunner
StraightFlame|sooch story|Bb|weird (in a good way...?) nice AI voices
StraightFlame|Gustav's planets|N/A|can't complete
StraightFlame|Desert Knytt|N/A|NOTE: don't try to beat this like I did without reading the beginning
StraightFlame|The Machine intended|N/A|forces speedrunners to play level as intended, see nifflas level review
StraightFlame|KSA Demonstration|N/A|KSA demo (requires KSA)
StraightFlame|Zepsiman|OUTDATED|
StraightFlame&Gliperal|The Randomizer Room|N/A|randomized levels
Strange Darkness|Recurtis|Cc|
Strange Darkness|An Empty Corridor|Cc|
Strange Darkness|Scorching Sun|Cc|
Strange Darkness|Grim|Cc|
Strange Darkness|When we're dead (fixed)|Cc|
Strange Darkness|Outskirts 2 (v0.2)|Cc|
Strange Darkness|Parasite Trilogy When we're dead|OUTDATED|
Strange Darkness|Outskirts 2 (v0.1)|OUTDATED|
Strange Darkness|Outskirts 2|OUTDATED|
Strange Darkness|An Empty Corridor Beta|OUTDATED|
Strange Darkness|An Empty Corridor Beta 2|OUTDATED|
strange lands|mathexpert|D|
Strong|Depths and also Widths|D|
suite [Empty]|eckbeard adventure v 0.01|F|no gameplay, NSFW
Suluna|All my Knytts|Cc|
SummerForce|Shoo Edit by GotNoodles v2|Cc|
SummerForce|Shoo Edit by GotNoodles|OUTDATED|
SummerForce|Shoo Part 1 (0.7)|OUTDATED|
Sup3rSloth|Shade - Demo|N/A|demo, nice title screens
SuperKonker|Christmas At Knytt|F|
Susans|Inferno|OUTDATED|see 'Susan's Inferno' by Jaystab
swoopman2|HELP ME|N/A|request for help with CO animation
swoopman2|Dark test|N/A|test level, nice shadow filter
swp|Knytt Forest|Cc|
swp|Cat in a Tree|Cc|
swp|A UFO From Time To Time v3|Cc|
swp|SW Shorts - The Crystal|Cc|
swp|SW Shorts - The Ruins Near Home|Cc|
swp|My First Level - Testah|D|
swp|Juni's Quest|N/A|cannot download "possible exploit"
swp|A UFO From Time To Time|OUTDATED|
swp|A UFO From Time To Time v2|OUTDATED|
syeager|my tutorial|Cc|tutorial level
syeager|Check this out|D|
syeager|Climb the wall|D|
syeager|The Land of the P switch2|D|
syeager|The land of the P switch|D|
Sygnus5|Experiment 101|Cc|
Syni|The Alchemist|Cc|
